title,deadline,country,estimated_value_eur,tender_url,notice_id,cpv_codes,description,buyer_name
Poland – Hospital facilities construction work,2026-01-05,POL,,https://ted.europa.eu/en/notice/-/detail/840602-2025,840602-2025,45215140|71200000|71220000|71221000|71300000|71310000|71320000|42414100|45000000|45110000|45111200|45210000|45215100|45215140|45220000|45262500|45300000|45310000|45312000|45314300|45314310|45315300|45315500|45315600|45315700|45320000|45330000|45331000|45321000|45323000|45330000|45331100|45331200|45332000|45332400|45400000|45410000|45421000|45421100|45430000|45440000|45450000|45400000|39150000|33100000|45215140|71200000|71220000|71221000|71300000|71310000|71320000|42414100|45000000|45110000|45111200|45210000|45215100|45215140|45220000|45262500|45300000|45310000|45312000|45314300|45314310|45315300|45315500|45315600|45315700|45320000|45330000|45331000|45321000|45323000|45330000|45331100|45331200|45332000|45332400|45400000|45410000|45421000|45421100|45430000|45440000|45450000|45400000|39150000|33100000,"1.Przedmiotem zamówienia jest: „Rozbudowa Zakładu Opiekuńczo Leczniczego poprzez stworzenie infrastruktury dla pacjentów przewlekle chorych, którym świadczone będą usługi mające na celu pomoc w podtrzymaniu funkcji życiowych” przy ul. Nadbrzeżnej 5a w Zgorzelcu w formule zaprojektuj i wybuduj wraz z wyposażeniem tego Zakładu Opiekuńczo-Leczniczego (zwanego dalej również Obiektem) w ramach Krajowego Planu Odbudowy i Zwiększania Odporności: Komponent D „Efektywność, dostępność i jakość systemu ochrony zdrowia” Inwestycja D4.1.1 „Rozwój opieki długoterminowej poprzez modernizację infrastruktury podmiotów leczniczych na poziomie powiatowym” oraz remont dachu istniejącego budynku przy użyciu środków własnych.” 2. Szczegółowy zakres prac oraz dostaw, zlecanych Wykonawcy określa Program Funkcjonalno–Użytkowy stanowiący Załącznik nr 7 do SWZ, specyfikacja sprzętu i wyposażenia stanowiąca załącznik nr 7.1 SWZ, projekt umowy, stanowiący załącznik nr 8 do SWZ jak również niniejsza specyfikacja warunków zamówienia i jej załączniki 3.Zadanie realizowane jest w formule „zaprojektuj, wykonaj”. 4. Zamawiający wymaga, a Wykonawca zobowiązuje się do zatrudnienia pracowników wykonujących bezpośrednio czynności w zakresie: - związane z wykonywaniem prac rozbiórkowych, - związane z wykonywaniem prac ogólnobudowlanych, - związane z wykonywaniem instalacji elektrycznych i teletechnicznych, - związane z wykonywaniem sieci i instalacji sanitarnych na podstawie umowy o pracę w rozumieniu przepisów ustawy z dnia 26 czerwca 1974 r. - Kodeks pracy z uwzględnieniem minimalnego wynagrodzenia za pracę ustalonego na podstawie art 2 ust. 3-5 ustawy z dnia 10 października 2002 r. o minimalnym wynagrodzeniu za pracę, przez cały okres realizacji Umowy. To samo zobowiązanie dotyczy Podwykonawców i dalszych Podwykonawców Wykonawcy. Numeracja zgodna z SWZ. 10. Informacje o środkach komunikacji elektronicznej, przy użyciu których zamawiający będzie komunikował się z wykonawcami, oraz informacje o wymaganiach technicznych i organizacyjnych sporządzania, wysyłania i odbierania korespondencji elektronicznej. Informacje o sposobie komunikowania się zamawiającego z wykonawcami w inny sposób, niż przy użyciu środków komunikacji elektronicznej. Wskazanie osób uprawnionych do porozumiewania się z Wykonawcami. Sposób i zasady złożenia oferty. Wyjaśnienia treści Istotnych Warunków Zamówienia. 10.1.1 Oferty, oświadczenia, o których mowa w art. 125 ust. 1 ustawy PZP, podmiotowe środki dowodowe, w tym oświadczenie, o którym mowa w art. 117 ust. 4 ustawy PZP, przedmiotowe środki dowodowe, sporządza się w postaci elektronicznej, w formatach danych określonych w przepisach wydanych na podstawie art. 18 ustawy z dnia 17 lutego 2005r. o informatyzacji działalności podmiotów realizujących zadania publiczne (Dz. U. z 2024r. poz. 1557 t.j.), z uwzględnieniem rodzaju przekazywanych danych. (formaty danych: .pdf, .doc, .docx, .rtf, .xps, .odt, .xls, .xlsx). 10.1.2 Informacje, oświadczenia lub dokumenty, inne niż określone w pkt 10.1.1 SWZ, przekazywane w postępowaniu, sporządza się w postaci elektronicznej w formatach danych określonych w przepisach wydanych na podstawie art. 18 ustawy z dnia 17 lutego 2005r. o informatyzacji działalności podmiotów realizujących zadania publiczne lub jako tekst wpisany bezpośrednio do wiadomości przekazywanej przy użyciu środków komunikacji elektronicznej, o którym mowa poniżej. 10.1.6 Dokumenty elektroniczne przekazuje się w postępowaniu przy użyciu dedykowanej elektronicznej Platformy Zakupowej „openNexus” (link do Platformy wskazany w pkt. 1.1 SWZ), zwanej dalej Platformą zakupową lub za pomocą poczty elektronicznej na adres: zam.publ@spzoz.zgorzelec.pl (nie dotyczy złożenia oferty). We wszelkiej korespondencji związanej z niniejszym postępowaniem Zamawiający i Wykonawcy posługują się numerem znaku sprawy – 52/ZP/2025. 10.1.7 W przypadku gdy dokumenty elektroniczne w postępowaniu, przekazywane przy użyciu środków komunikacji elektronicznej, zawierają in",Wielospecjalistyczny Szpital - Samodzielny Publiczny Zespół Opieki Zdrowotnej w Zgorzelcu
Czechia – Physical therapy devices,2026-01-22,CZE,,https://ted.europa.eu/en/notice/-/detail/840797-2025,840797-2025,33155000|50421000|33155000|50421000,"Předmětem veřejné zakázky je dodávka vířivých van určených pro terapii horních a dolních končetin. Vířivý účinek koupele je vhodný při ošetřování stavů po úrazech, po zánětech, při poruchách nervového zásobování a při stavech po vyčerpání nervově svalového aparátu končetin. Vanu je možné také využít při regeneraci organizmu po nadměrné fyzické zátěži, například po sportovních výkonech a podobně. Součástí veřejné zakázky je i pozáruční servis.",Úrazová nemocnice v Brně
Poland – Medical consumables,2026-01-19,POL,,https://ted.europa.eu/en/notice/-/detail/841017-2025,841017-2025,33140000|33141630|33141620|33140000|33162000|33181000|33141624|33141310,"Zestaw do zabiegów fotoforezy kompatybilny z urządzeniem posiadanym przez Zamawiającego - Teracos Cellex Photopheresis System Klipsownica wielorazowa do klipsów tytanowych i ładunki Klipsownica do klipsów polimerowych + ładunki Zestawy do plazmaferezy z zastosowaniem aparatu Multifiltrate Przyrząd typu Spike Łącznik do podłączenia dwóch strzykawek Nasadka, kapturek ochronny kompatybilny z workami freeflex+",Samodzielny Publiczny Szpital Kliniczny im. A.Mielęckiego Śląskiego Uniwersytetu Medycznego w Katowicach
Czechia – Defibrillator,2026-01-19,CZE,,https://ted.europa.eu/en/notice/-/detail/841143-2025,841143-2025,33182100|50400000|33140000|33182100|50400000|33140000,"Předmětem této veřejné zakázky je dodávka celkem 7 ks defibrilátorů ve dvou provedeních, a to 4 ks ve standardním provedení určeném pro lůžková oddělení a 3 ks v provedení s rozšířenými funkcemi pro resuscitační tým, včetně příslušenství a zajištění záručních a pozáručních činností. Přístroje jsou určeny k obnově normálního srdečního rytmu u pacientů s život ohrožující arytmií. Součástí předmětu plnění ve musí být zajištění pozáručních činností dodaného zboží na dobu neurčitou a zajištění dodávek unikátního spotřebního materiálu a materiálu nezbytného pro provoz na dobu neurčitou, pokud jej nabízené technické řešení ke svému provozu potřebuje.",Fakultní nemocnice Hradec Králové
"Belgium – Seats, chairs and related products, and associated parts",2026-01-08,BEL,,https://ted.europa.eu/en/notice/-/detail/841360-2025,841360-2025,39110000|39110000|39110000|39110000|39110000|39110000|39110000|39110000|33192000|39110000|33192000|39110000|39110000|39110000|39110000,Chaises de transfert Planches de transfert Brancards hydrauliques Brancards électriques Draps de glisse Draps de brancard jetables,ASBL CHU HELORA
"Germany – Electrical machinery, apparatus, equipment and consumables; lighting",2026-01-23,DEU,,https://ted.europa.eu/en/notice/-/detail/841444-2025,841444-2025,31000000|31681410|31730000|39130000|38553000|33136000|30230000|39130000|39130000|39130000|39130000|39130000|39130000|39162200|39162200|39162200|38553000|38553000|38553000|38553000|38553000|38553000|31710000|31710000,"Ziel dieser Ausschreibung ist der Abschluss eines Kaufvertrags mit den jeweils je Los bezuschlagten Bietern. Gegenstand des Vertrags ist die Lieferung der in den jeweiligen Losen beschriebenen Geräte gemäß den festgelegten technischen und funktionalen Anforderungen. Die Beschaffung dient der bedarfsgerechten Bereitstellung der geforderten Ausstattung in der Qualität und Menge sowie innerhalb der Lieferfristen. Die Lieferungen erfolgen auf Grundlage der in den Verfahrens- und Vertragsunterlagen definierten Bedingungen. Ziel ist es, eine effiziente und bedarfsgerechte Beschaffung sicherzustellen, die den Anforderungen des Auftraggebers in vollem Umfang entspricht. Los 1: Multifunktionstische Ziel dieser Ausschreibung ist der Abschluss eines Kaufvertrags mit den jeweils je Los bezuschlagten Bietern. Gegenstand des Vertrags ist die Lieferung der in den jeweiligen Losen beschriebenen Geräte gemäß den festgelegten technischen und funktionalen Anforderungen. Die Beschaffung dient der bedarfsgerechten Bereitstellung der geforderten Ausstattung in der Qualität und Menge sowie innerhalb der Lieferfristen. Die Lieferungen erfolgen auf Grundlage der in den Verfahrens- und Vertragsunterlagen definierten Bedingungen. Ziel ist es, eine effiziente und bedarfsgerechte Beschaffung sicherzustellen, die den Anforderungen des Auftraggebers in vollem Umfang entspricht. Los 2: Werkstattwagen Ziel dieser Ausschreibung ist der Abschluss eines Kaufvertrags mit den jeweils je Los bezuschlagten Bietern. Gegenstand des Vertrags ist die Lieferung der in den jeweiligen Losen beschriebenen Geräte gemäß den festgelegten technischen und funktionalen Anforderungen. Die Beschaffung dient der bedarfsgerechten Bereitstellung der geforderten Ausstattung in der Qualität und Menge sowie innerhalb der Lieferfristen. Die Lieferungen erfolgen auf Grundlage der in den Verfahrens- und Vertragsunterlagen definierten Bedingungen. Ziel ist es, eine effiziente und bedarfsgerechte Beschaffung sicherzustellen, die den Anforderungen des Auftraggebers in vollem Umfang entspricht. Los 3: Magnetventil Ziel dieser Ausschreibung ist der Abschluss eines Kaufvertrags mit den jeweils je Los bezuschlagten Bietern. Gegenstand des Vertrags ist die Lieferung der in den jeweiligen Losen beschriebenen Geräte gemäß den festgelegten technischen und funktionalen Anforderungen. Die Beschaffung dient der bedarfsgerechten Bereitstellung der geforderten Ausstattung in der Qualität und Menge sowie innerhalb der Lieferfristen. Die Lieferungen erfolgen auf Grundlage der in den Verfahrens- und Vertragsunterlagen definierten Bedingungen. Ziel ist es, eine effiziente und bedarfsgerechte Beschaffung sicherzustellen, die den Anforderungen des Auftraggebers in vollem Umfang entspricht. Los 4: Rollcontainer Ziel dieser Ausschreibung ist der Abschluss eines Kaufvertrags mit den jeweils je Los bezuschlagten Bietern. Gegenstand des Vertrags ist die Lieferung der in den jeweiligen Losen beschriebenen Geräte gemäß den festgelegten technischen und funktionalen Anforderungen. Die Beschaffung dient der bedarfsgerechten Bereitstellung der geforderten Ausstattung in der Qualität und Menge sowie innerhalb der Lieferfristen. Die Lieferungen erfolgen auf Grundlage der in den Verfahrens- und Vertragsunterlagen definierten Bedingungen. Ziel ist es, eine effiziente und bedarfsgerechte Beschaffung sicherzustellen, die den Anforderungen des Auftraggebers in vollem Umfang entspricht. Los 5: Turbinenschleifer Ziel dieser Ausschreibung ist der Abschluss eines Kaufvertrags mit den jeweils je Los bezuschlagten Bietern. Gegenstand des Vertrags ist die Lieferung der in den jeweiligen Losen beschriebenen Geräte gemäß den festgelegten technischen und funktionalen Anforderungen. Die Beschaffung dient der bedarfsgerechten Bereitstellung der geforderten Ausstattung in der Qualität und Menge sowie innerhalb der Lieferfristen. Die Lieferungen erfolgen auf Grundlage der in den Verfahrens- und Vertragsunterlagen definierten Bedingungen. Ziel ",Handwerkskammer Ulm
Sweden – Medical equipments,2026-02-04,SWE,,https://ted.europa.eu/en/notice/-/detail/841474-2025,841474-2025,33100000|33696500|33100000|33696500,Upphandling av instrument och reagens för specialproteinanalyser,"Region Skåne, Koncernstab inköp och ekonomistyrning"
Croatia – Medical consumables,2026-01-12,HRV,,https://ted.europa.eu/en/notice/-/detail/841543-2025,841543-2025,33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33140000,Grupa 1. Grupa 2. Grupa 2a. Grupa 3. Grupa 4. Grupa 4a. Grupa 5. Grupa 6. Grupa 7. Grupa 8. Grupa 9. Grupa 10. Grupa 11. Grupa 12. Grupa 13. Grupa 14. Grupa 15. Grupa 16. Grupa 17. Grupa 18. Grupa 19. Grupa 20. Grupa 21. Grupa 22. Grupa 23. Grupa 24. Grupa 4.b Grupa 5.a Grupa 5. b Grupa 8.a Grupa 10.a Grupa 22.a,"Opća bolnica ""Dr. Anđelko Višić"" Bjelovar"
Latvia – Orthopaedic footwear,,LVA,,https://ted.europa.eu/en/notice/-/detail/841617-2025,841617-2025,33141740|33141740,Par tiesībām pielāgot un izsniegt rehabilitācijas/profilaktiskos un terapeitiskos gatavos ortopēdiskos apavus bērniem un pieaugušajiem,"Valsts sabiedrība ar ierobežotu atbildību ""Nacionālais rehabilitācijas centrs ""Vaivari"""""
Bulgaria – Medical equipments,2026-01-16,BGR,,https://ted.europa.eu/en/notice/-/detail/841668-2025,841668-2025,33100000|33112330|33112200|33110000|33112300,"Обособената позиция включва доставка, монтаж, гаранционна поддръжка и обучение на персонала за работа на 1 бр. ЕЕГ апарат за невромониторинг в интензивен сектор за нуждите на МУ-Пловдив. Минимални технически изисквания: ЕЕГ 32 канален апарат за невромониторинг в интензивен сектор – 1 бр. 1. Възможности и характеристики на модул с усилватели: - Компактен дизайн и тегло на усилвателя ≤ 300 g, осигуряващи лесно пренасяне; - Захранване само през USB - без необходимост от батерии и външни адаптери; - Общо входове на усилвателя: не по-малко от 50; - Максимален брой монополярни AC канали: не по-малко от 38; - Максимален брой биполярни AC канали: не по-малко от 21; - Монополярните канали да могат да бъдат конфигурирани като биполярни два по два; - Биполярните канали да могат да бъдат използвани като монополярни; - Канали за заземяващи електроди (GND):≥ 5; - Канали за неутрални електроди(NE):≥ 3; - Дигитални входове за тригериране (TTL) двупосочни:≥ 2 бр.; - Входове за флаш тригериране (TTL FLASH): ≥ 1 бр. - Наличие на конектор за електроден шлем с не по - малко от 68 входа; - Специализиран вход за пулсоксиметър; - Възможност за добавяне на допълнителни канали за SpO2, HR и PLET; - Всеки канал да да има възможност за персонализиране като специализиран вход за всеки съвместим трансдюсер, включително за ЕКГ, респирация, CPAP, ЕМГ и др. - Вградени потребителски интерфейси: LED за статус и маркер за събития; - Наличие на възможност за он-лайн проверки на импеданса с активиране както от панела на усилвателя, така и от софтуера; - Стойностите на импеданса могат да се съхраняват в записан файл и да се показват като цветна скала и цифрови стойности на LCD дисплея, на интерфейса на софтуера; - Митигирана подсветка за локализация на усилвателя в тъмно помещение; - Битове на аналогово – цифрова конверсия: не по-малко от 24; - Минимален диапазон на софтуерно избираема честота на дискретизацията: от 128 Hz до 2048 Hz; - Изходна честотна лента: 0,1 Hz до 512 Hz или по-широка; - Разделителна способност за АC канали: не по-малка от 8 nV/bit; - Разделителна способност за DC канали: не по-малка от 250 nV/bit; - Типичен шум RMS: не по-голям от 0,5µVrms; - Типичен шум пик-пик: не по-голям от 0,3µVpp; - Типично ниво на коефициента CMRR(диференциални канали): >100 dB; - Типичен входен импеданс(диференциални канали): >100 MΩ; - Кросовър изолация: над 70 dB; - AC входeн диапазони: не по-малък от 10mVpp + DC Offset не по-малък от 600mVpp; - Вграден и външен бутон за маркиране на пациента с дистанционно предупреждение; - Компютърен интерфейс: USB; 2. Основни приложения: - електроенцефалография - дългосрочно мониториране - неврологично мониториране в интензивно отделение - неонатологично амплитудно ЕЕГ - когнитивно евокирани потенциали - потенциали, свързани със събития - интерфейс мозък-компютър - оценка на мозъчната смърт, - кортикография и мозъчно картографиране, - изследователски приложения 3. Окомплектовка: - Блок усилвател на статив; - Конфигурирана компютърна система тип лаптоп; - Принтер; - Специализирана количка с чекмедже; - Комплект чашкови и иглени електроди, шлемове за ЕЕГ. Обособената позиция включва доставка, монтаж, гаранционна поддръжка и обучение на персонала за работа на 1 бр. висок клас ехографска системаза нуждите на МУ-Пловдив. Минимални технически изисквания Ехографска система – доплерсонографски апарат - 1 бр. I. Изисквания към функционални възможности: 1. Честотен обхват на системата от 1 до 25 МHz или по-широк; 2. Максимална честота на кадрите 6000 fps или по-голяма; 3. Максимална дълбочина на сканиране 50 cm или по-голяма; 4. Основни изобразителни режими, включително B-режим, М-Режим, Цветен М-Режим; 5. Основни доплерови режими, включително Цветен доплер, Мощен доплер, Ангио доплер за директна визуализация на кръвотока, Пулсов доплер с минимум 6 избираеми от оператора честотни диапазона за всеки от режимите; 6. Допълнителна специализирана модалност с недоплерово филтриране предназначена за хемодинамичната оценка на микроваскуларизацият",МЕДИЦИНСКИ УНИВЕРСИТЕТ - ПЛОВДИВ
