quality_score,notice_id,original_title,buyer_name,country,deadline,estimated_value_eur,tender_url,english_summary,what_they_want,eligibility_requirements,evaluation_criteria,language_detected
2,829727-2025,Belgium – Operating-theatre instruments,HUMANI SC,BEL,2025-12-29,,https://ted.europa.eu/en/notice/-/detail/829727-2025,This is a procurement for operating theatre electrosurgical equipment by HUMANI SC in Belgium. The tender covers electrosurgery generators and disposable handpieces with and without smoke aspiration cannulas.,"Electrosurgery generators (générateurs pour électrochirurgie), single-use/disposable handpieces without aspiration cannula (pièces à main à usage unique sans canule d'aspiration), and single-use/disposable handpieces with smoke aspiration cannulas (pièces à main à usage unique avec canule d'aspiration de fumées).",NOT FOUND,NOT FOUND,French
2,829751-2025,Germany – Medical clothing,Kliniken der Stadt Köln gGmbH,DEU,2025-12-17,,https://ted.europa.eu/en/notice/-/detail/829751-2025,"This is a procurement tender for the supply of protective gowns for the municipal hospitals of Cologne, Germany (Kliniken der Stadt Köln gGmbH).",Protective gowns (Schutzkitteln) for hospital use,NOT FOUND,NOT FOUND,German
2,829794-2025,Poland – Medical consumables,Uniwersyteckie Centrum Kliniczne Warszawskiego Uniwersytetu Medycznego,POL,2026-01-15,,https://ted.europa.eu/en/notice/-/detail/829794-2025,"This is a tender for medical consumables issued by the University Clinical Center of the Medical University of Warsaw in Poland. The procurement is divided into 12 separate parts/lots, though specific details about the items are not provided in this notice excerpt.","Medical consumables divided into 12 parts/lots. Specific devices, equipment, or product details are not specified in the provided notice excerpt.",NOT FOUND,NOT FOUND,Polish (header) and English (title)
2,829961-2025,France – Repair and maintenance services of medical equipment,PRÉFECTURE DE POLICE DE PARIS (pouvoir adjudicateur),FRA,2026-01-14,,https://ted.europa.eu/en/notice/-/detail/829961-2025,"This is a tender for preventive and corrective maintenance services for external defibrillators installed at Paris Police Prefecture sites, including the supply of consumables.",Preventive and corrective maintenance services for external defibrillators (automated external defibrillators/AEDs) and supply of related consumables for devices installed at Police Prefecture locations.,NOT FOUND,NOT FOUND,French
2,830255-2025,Norway – Medical equipments,Finnut AS,NOR,2026-01-16,,https://ted.europa.eu/en/notice/-/detail/830255-2025,This is a procurement tender issued by Finnut AS on behalf of Nordkapp municipality in Norway for the acquisition of medical equipment. The notice provides minimal details about the specific scope and requirements of the procurement.,"Medical equipment (specific types, models, brands, and quantities not specified in the provided notice)",NOT FOUND,NOT FOUND,English
2,830401-2025,Czechia – Radiotherapy devices and supplies,"Krajská zdravotní, a.s.",CZE,2026-01-14,,https://ted.europa.eu/en/notice/-/detail/830401-2025,"This tender is for the supply of an automatic radiopharmaceutical applicator for the Department of Nuclear Medicine at Krajská zdravotní, a.s. - MNUL, including continuous supply of sterile tubing sets, external patient management software with two floating licenses, and 96 months of post-warranty service.","1 unit automatic radiopharmaceutical applicator with corresponding accessories; continuous supplies of bound consumables including sterile system tubing sets (SAS) and sterile patient tubing sets (PAS); external software for patient management, procedure planning, dose preparation and administration, waste recording and radiopharmaceutical ordering with two floating licenses; 96 months post-warranty service",NOT FOUND,NOT FOUND,Czech
2,830508-2025,Sweden – Wheelchairs,Växjö kommun,SWE,2026-01-22,,https://ted.europa.eu/en/notice/-/detail/830508-2025,This is a procurement tender issued by Växjö municipality in Sweden for the purchase of manual wheelchairs and certain related products and accessories.,Manual wheelchairs and certain related products and accessories,NOT FOUND,NOT FOUND,Swedish
2,830640-2025,Poland – Medical equipments,Narodowy Instytut Onkologii im. Marii Skłodowskiej-Curie - Państwowy Instytut Badawczy Oddział w Krakowie,POL,2025-12-22,,https://ted.europa.eu/en/notice/-/detail/830640-2025,"The National Institute of Oncology in Krakow, Poland is procuring two pieces of nuclear medicine imaging equipment: a PET/CT scanner and a SPECT scanner, both including necessary room adaptation/renovation works for their installation.",1) PET/CT scanner with necessary room adaptations; 2) SPECT scanner with necessary room adaptations. No specific model numbers or brands mentioned.,NOT FOUND,NOT FOUND,Polish
2,830785-2025,Croatia – Medical consumables,KB Dubrava,HRV,2025-12-23,,https://ted.europa.eu/en/notice/-/detail/830785-2025,"This is a tender from KB Dubrava hospital in Croatia for medical consumable materials for various neurological diagnostic procedures including invasive monitoring, EMG examinations, EEG examinations, TMS examinations, and polysomnography. The procurement covers electrodes, caps, gels, pastes, accessories, and equipment compatible with existing Dantec Clavis devices.","Medical consumables for invasive monitoring, EMG and EEG examinations; polysomnography caps and accessories; evoked potential recording materials (pastes, gels, detergents); non-invasive ventilation consumables; SEEG electrodes and accessories; application materials for EEG and transcutaneous electrical stimulation; botulinum toxin application materials compatible with Dantec Clavis device; pulse generator consumables; polysomnography laboratory consumables; acoustically shielded headphones; ultrasound gels.",NOT FOUND,NOT FOUND,Croatian
2,830790-2025,Sweden – Orthopaedic implants,Region Västerbotten,SWE,2026-01-27,,https://ted.europa.eu/en/notice/-/detail/830790-2025,"This is a framework agreement procurement for orthopaedic implants for four Swedish regions: Region Västerbotten, Region Norrbotten, Region Västernorrland and Region Jämtland Härjedalen. The procurement covers implants for shoulder, cement, hip, knee, spine and trauma applications.","Orthopaedic implants across six categories: Shoulder (Axel), Cement, Hip (Höft), Knee (Knä), Spine (Rygg), and Trauma implants.",NOT FOUND,NOT FOUND,Swedish
2,830851-2025,Poland – Surgical gloves,Szpital Wolski Sp. z o.o.,POL,2025-12-19,,https://ted.europa.eu/en/notice/-/detail/830851-2025,This is a tender notice from Szpital Wolski Sp. z o.o. hospital in Poland for the procurement of surgical gloves. The detailed specifications are referenced in Attachment No. 2 to the procurement documentation (SWZ).,Surgical gloves (detailed specifications contained in Attachment No. 2 to SWZ which is not provided in this excerpt),NOT FOUND,NOT FOUND,Polish
2,830898-2025,Czechia – Medical consumables,Fakultní nemocnice Brno,CZE,2026-01-14,,https://ted.europa.eu/en/notice/-/detail/830898-2025,"This is a procurement for continuous supply of medical consumables for parenteral nutrition preparation under an 8-year framework agreement. It includes loan of a parenteral nutrition mixing device with servicing, and a reserved option to purchase the equipment in Q1 2026 for maximum 1,900,000 CZK excluding VAT, plus an 8-year post-warranty service contract option.","Medical consumables for parenteral nutrition preparation; parenteral nutrition mixing device (on loan basis with servicing included); optional purchase of the mixing device in Q1 2026 (max price 1,900,000 CZK excl. VAT); optional post-warranty service contract for 8 years (max 200,000 CZK excl. VAT per year).",NOT FOUND,NOT FOUND,Czech
2,830902-2025,"Belgium – Sterilisation, disinfection and hygiene devices",AZ Delta vzw,BEL,2026-01-16,,https://ted.europa.eu/en/notice/-/detail/830902-2025,"This tender is for the procurement of various cleaning brushes for pre-cleaning (internal and external) of medical instruments at the Central Sterilization Department (CSA). The brushes must be reusable, suitable for sterilization, and compatible with a broad range of medical instruments including those with complex and hard-to-reach surfaces.","Various reusable cleaning brushes for pre-cleaning medical instruments (internal and external use), compatible with a broad range of medical instruments including those with complex surfaces. Note: These are NOT brushes for cleaning endoscopes. Brushes must be suitable for sterilization.",NOT FOUND,NOT FOUND,Dutch
2,831151-2025,Croatia – Medical consumables,Županijska bolnica Čakovec,HRV,2026-01-13,,https://ted.europa.eu/en/notice/-/detail/831151-2025,"This is a tender for medical consumables by Županijska bolnica Čakovec (Čakovec County Hospital) in Croatia. The procurement covers 9 groups of surgical supplies including hemostatics, single-use surgical sets, surgical caps, operating sheets and underlays, ophthalmology sets, and surgical adhesive drapes.",Group 1: Hemostatics; Group 2: Single-use surgical sets I; Group 3: Single-use surgical sets II; Group 4: Single-use surgical sets III; Group 5: Surgical caps; Group 6: Sheets and underlays for surgery; Group 7: Ophthalmology sets; Group 8: Single-use surgical sets IV; Group 9: Surgical adhesive drapes,NOT FOUND,NOT FOUND,Croatian
2,831267-2025,Czechia – Real-time Polymerase Chain Reaction (PCR) equipment,Fakultní nemocnice v Motole,CZE,2025-12-19,,https://ted.europa.eu/en/notice/-/detail/831267-2025,"This is a tender for the procurement of multiple research equipment items for the Pediatric Clinic and Institute of Medical Microbiology at Faculty Hospital in Motol, Prague. The procurement includes a washer for LIPS system, oscillation device, deep freezer (-86°C), fundus camera with AI for diabetic retinopathy evaluation, and a Real-Time PCR device, all for research purposes under project IG 6001.",1) Washer/washing device for LIPS (Luciferase Immunoprecipitation System); 2) Oscillation device; 3) Deep freezer box -86°C; 4) Fundus camera with AI for diabetic retinopathy evaluation; 5) Real-Time PCR device. All items must include installation.,NOT FOUND,NOT FOUND,Czech
2,831316-2025,"Croatia – Endoscopy, endosurgery devices",Klinički bolnički centar Zagreb,HRV,2026-01-22,,https://ted.europa.eu/en/notice/-/detail/831316-2025,"This is a tender by Clinical Hospital Center Zagreb, Croatia for the procurement of endoscopic columns/towers for the needs of the Clinic for Women's Diseases and Childbirth, divided into 2 procurement groups.",Endoscopic columns/towers (endoskopski stupovi) for gynecology and obstetrics department - procurement group 1 and procurement group 2,NOT FOUND,NOT FOUND,Croatian
2,831356-2025,"Czechia – Endoscopy, endosurgery devices","Krajská zdravotní, a.s.",CZE,2026-01-16,,https://ted.europa.eu/en/notice/-/detail/831356-2025,"This tender is for the supply of one endoscopic assembly system for the ENT (Ear, Nose, and Throat) department of Krajská zdravotní hospital in Děčín, Czech Republic. The procurement includes corresponding accessories and post-warranty service for a period of 96 months.","1 piece of endoscopic assembly system for ENT department, including corresponding accessories and post-warranty service for 96 months",NOT FOUND,NOT FOUND,Czech
2,831493-2025,Denmark – Orthopaedic implants,Region Nordjylland,DNK,,,https://ted.europa.eu/en/notice/-/detail/831493-2025,This is a tender notice from Region Nordjylland in Denmark for the supply of knee implants. It appears to be consultation material for a procurement of orthopaedic knee implant devices for the regional healthcare system.,Knee implants (knæimplantater),NOT FOUND,NOT FOUND,Danish
2,831600-2025,Poland – Injectable solutions,Wojewódzki Szpital Specjalistyczny im. Stefana Kardynała Wyszyńskiego Samodzielny Publiczny Zakład Opieki Zdrowotnej,POL,2026-01-12,,https://ted.europa.eu/en/notice/-/detail/831600-2025,"This tender is for the procurement of various injectable solutions and intravenous infusion fluids by a specialist hospital in Poland. The procurement includes water for injection, glucose solutions, sodium chloride solutions, electrolyte solutions, and mannitol in various concentrations and volumes, packaged in plastic bottles or bags with two ports.","Water for injection (Aqua pro inj.) in 100ml, 250ml, 500ml, and 1000ml volumes; Glucose solutions (Glucosum) at 5%, 10%, and 20% concentrations in volumes from 100ml to 500ml; Sodium chloride 0.9% solutions in 100ml, 250ml, 500ml, and 1000ml volumes; Ringer's solution 250ml; Multi-electrolyte isotonic physiological fluids containing Na, Cl, Ca, K, Mg ions (lactate-free) in 250ml, 500ml, and 1000ml; Electrolyte solutions for children/youth with 148 mval/l cation/anion content and 10g/l glucose in 100ml and 250ml; Glucose 5% and Sodium Chloride 0.9% combination (2:1 ratio) in 250ml and 500ml; Mannitol 15-20% in 100ml. All in plastic bottles or bags with two ports (one item in glass bottle). Total quantities ranging from 380 to 240,000 units depending on item.",NOT FOUND,NOT FOUND,Polish
2,831768-2025,Sweden – Defibrillator,Region Kalmar Län,SWE,2026-01-26,,https://ted.europa.eu/en/notice/-/detail/831768-2025,"Region Kalmar Län in Sweden is procuring defibrillators and related equipment for use in various healthcare environments including ambulances, office settings, and public places managed by the region. The defibrillators must be suitable for use on both adults and children.","Defibrillators (hjärtstartare) and associated equipment suitable for use on both adults and children, to be deployed in healthcare environments, ambulances, office settings, and public places.",NOT FOUND,NOT FOUND,Swedish
2,831948-2025,Austria – Medical equipments,Steiermärkische Krankenanstaltengesellschaft m.b.H.,AUT,2026-01-08,,https://ted.europa.eu/en/notice/-/detail/831948-2025,This is a market exploration tender by Steiermärkische Krankenanstaltengesellschaft m.b.H. in Austria for a fully automated mass spectrometer for therapeutic drug monitoring. This appears to be a preliminary market survey under Austrian procurement law (§ 24 BVergG 2018) rather than a formal procurement.,Fully automated mass spectrometer (vollautomatisiertes Massenspektrometer) for conducting therapeutic drug monitoring (therapeutisches Medikamentenmonitoring),NOT FOUND,NOT FOUND,German
2,832053-2025,Poland – Disposable non-chemical medical consumables and haematological consumables,SPECJALISTYCZNY ZESPÓŁ OPIEKI ZDROWOTNEJ NAD MATKĄ I DZIECKIEM W POZNANIU,POL,2026-01-19,,https://ted.europa.eu/en/notice/-/detail/832053-2025,"This is a tender for the procurement of disposable non-chemical medical consumables and haematological consumables by a Specialized Healthcare Center for Mother and Child in Poznań, Poland. The detailed specifications are referenced to be in Attachment No. 2 to the procurement documentation (SWZ).","Disposable non-chemical medical consumables and haematological consumables (specific items, models, and quantities are listed in Attachment No. 2 which is not provided in this notice).",NOT FOUND,NOT FOUND,Polish
2,832152-2025,Croatia – Cardiac-monitoring devices,KLINIČKI BOLNIČKI CENTAR SPLIT,HRV,2025-12-23,,https://ted.europa.eu/en/notice/-/detail/832152-2025,"This tender is for the procurement of consumable materials and accessories for various cardiac monitoring devices, defibrillators, ECG machines, and Holter monitors from multiple manufacturers including Nihon Kohden, Zoll, Mindray, Mortara, Philips, Schiller, and others currently in use at a clinical hospital center in Split, Croatia.","Materials/consumables for defibrillators (Nihon Kohden TEC-5521, TEC-5531, 5621K, TEC-5631K; Zoll AED PRO, AED+, E-series, M-series, R-series, X-series; Mindray BeneHeart D3; Lifepak 20 and 15; Philips Efficia DFM 100, Heartstart XL; Reanibex 800; Comen S8, S5; Schiller Defigard HD-7). Materials for ECG devices (Mortara ELI series, CardioTouch 3000 Bionet, Atria 6100, Mindray BeneHeart R12/R3, Burdick 8500, Cardiorapid K130D/K3600 LCD, Contec CMS 300G, Edan SE series, Nihon Kohden, Welch Allyn CP150, Philips Pagewriter TC30, GE Medical Systems MAC series, Comen H12/CM1200 series, Schiller AT and Cardiovit series). Materials for Holter ECG monitors (Mortara H3+, Microport SpiderView, Schiller medilogAR/AR12plus/AR4plus/FD5plus, Aspel HLT-712, Philips Digital XT 24H, BTL CardioPoint H600, NorthEast Monitoring DR series, Lumed EuroHolter). ECG electrodes types 1 and 2. Materials for telemetry monitor TM80 and vital signs monitors uMEC series.",NOT FOUND,NOT FOUND,Croatian
2,832173-2025,"Poland – Sterilisation, disinfection and hygiene devices",Wojewódzki Szpital Zespolony w Kielcach,POL,2026-01-16,,https://ted.europa.eu/en/notice/-/detail/832173-2025,"This is a tender for the purchase and delivery of medical equipment and IT infrastructure for the Central Sterilization Unit at the Voivodeship Combined Hospital in Kielce, Poland, as part of a project to equip the hospital for diagnosis and treatment of oncology patients. The procurement includes medical products and furniture, social-welfare equipment, and IT infrastructure for the sterilization unit.","(a) Central Sterilization Unit Equipment - Medical products and medical furniture - 1 complete set; (b) Central Sterilization Unit Equipment - Social-welfare equipment - 1 complete set; (c) Central Sterilization Unit Equipment - IT infrastructure - 1 complete set. Equipment must be factory new, not used for exhibitions or demonstrations.",NOT FOUND,NOT FOUND,Polish
2,832306-2025,Bulgaria – Medical consumables,"УНИВЕРСИТЕТСКА МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ ""КАНЕВ"" АД",BGR,2026-01-14,,https://ted.europa.eu/en/notice/-/detail/832306-2025,"This tender is for various orthopedic surgical implants and medical consumables from University Multiprofile Hospital for Active Treatment ""Kanev"" AD in Bulgaria. The procurement includes external fixation components, intramedullary nails for various bones, locking plates, screws, and related orthopedic hardware in various sizes and specifications.","Hinged connectors (5mm, 8mm), stabilizing pins (various sizes 3-8mm, 50-150mm), Steinmann pins (2-5mm diameter, 40-200mm length), T-shaped keys, borers; reconstructive femoral nails with trochanteric and anti-rotation screws (135° angle, 220-415mm); intramedullary humeral nails (antegrade/retrograde placement, 3.8mm cortical screws); tibial nails (tri-planar proximal locking, 4.8mm cortical screws); retrograde femoral nails (220-380mm, 10-11mm diameter); titanium locking plates for distal radius, clavicular hook plates, proximal humerus plates; DHS plates 135° (5.8mm thick, 12.6mm dynamic screw); DCS plates 95° (5.4mm thick); 1/3 tubular plates; malleolar screws (3.5mm, 4.5mm); cannulated Herbert screws (titanium); 6.5mm spongiosa screws (stainless steel 316L and titanium materials).",NOT FOUND,NOT FOUND,Bulgarian
2,832666-2025,Austria – Medical furniture except beds and tables,Stadt Wien - Wiener Gesundheitsverbund,AUT,2026-01-30,,https://ted.europa.eu/en/notice/-/detail/832666-2025,"The Vienna Health Association is procuring ceiling and wall-mounted medical supply units as part of a comprehensive redesign of the central emergency department at Klinik Donaustadt. The procurement includes ceiling-mounted supports and wall-mounted media supply units for the shock room, trauma outpatient clinic, and emergency outpatient areas.","Ceiling-mounted medical supply units (Deckenstative) and wall-mounted media supply units (wandmontierte Medienversorgungseinheiten) for shock room, trauma outpatient clinic (Unfallambulanz), and emergency outpatient clinic (Notfallambulanz) areas.",NOT FOUND,NOT FOUND,German
2,833001-2025,Czechia – Diagnostic agents,"Krajská nemocnice T. Bati, a. s.",CZE,2026-01-15,,https://ted.europa.eu/en/notice/-/detail/833001-2025,"This tender is for continuous supplies of laboratory diagnostics for testing infectious markers in blood donors. The procurement includes free loan of an analyzer with appropriate software for evaluation, with the loan period matching the duration of the supply contract.","Laboratory diagnostics for testing infectious markers in blood donors, plus a complimentary analyzer with evaluation software. Specific details are referenced in Annex 1 (Price offer for diagnostics) and Annex 2 (Technical specification of analyzer).",NOT FOUND,NOT FOUND,Czech
2,833025-2025,Norway – Medical equipments,SYKEHUSINNKJØP HF,NOR,,,https://ted.europa.eu/en/notice/-/detail/833025-2025,"This is a market survey for the planned procurement of anaesthesia devices for Helse Førde Health Trust in Norway. The contracting authority is conducting preliminary market research to understand available suppliers, price levels, and gather input before the formal procurement process.",Anaesthesia devices (anaesthesia apparatuses),NOT FOUND,NOT FOUND,English
2,833291-2025,Poland – Orthopaedic implants,Samodzielny Publiczny Szpital Kliniczny im. Prof. A. Grucy CMKP,POL,2026-01-19,,https://ted.europa.eu/en/notice/-/detail/833291-2025,This is a tender from Prof. A. Grucy Independent Public Clinical Hospital in Poland for the procurement of orthopaedic implants. The detailed specifications are contained in attachment 1a to the procurement documentation (SWZ).,"Orthopaedic implants (specific models, brands, and detailed specifications are referenced in attachment 1a which is not provided in this notice)",NOT FOUND,NOT FOUND,Polish
2,833453-2025,"Norway – Clothing, footwear, luggage articles and accessories",Bergen kommune - Innkjøp konsern,NOR,,,https://ted.europa.eu/en/notice/-/detail/833453-2025,"Bergen municipality in Norway is procuring workwear and protective clothing, including rainwear, protective equipment, and shoes for use across technical services, building and construction, cleaning, schools, and nurseries. They seek a supplier who can provide a broad assortment covering all requested product categories under a single contract.","Workwear and protective clothing, rainwear, protective equipment, shoes, and workwear accessories for technical services, building and construction, cleaning, schools and nurseries. No specific model numbers or brands mentioned.",NOT FOUND,NOT FOUND,English
2,833465-2025,Czechia – X-ray devices,"Krajská zdravotní, a.s.",CZE,2026-01-21,,https://ted.europa.eu/en/notice/-/detail/833465-2025,"This tender is for the supply of 1 radiographic X-ray device for the Radiodiagnostic Department of Masaryk Hospital in Ústí nad Labem, Rumburk workplace. The procurement includes appropriate accessories and post-warranty service for 96 months.",1 radiographic X-ray device (skiagrafický rentgenový přístroj) with corresponding accessories and post-warranty service for 96 months,NOT FOUND,NOT FOUND,Czech
2,833557-2025,Czechia – Diagnostic supplies,Všeobecná fakultní nemocnice v Praze,CZE,2025-12-18,,https://ted.europa.eu/en/notice/-/detail/833557-2025,"This is a tender for the supply of electrode consumables for cardiac diagnostic and treatment procedures at the General University Hospital in Prague, Czech Republic. The procurement covers electrode gels for ECG, electrode gels for defibrillation, and electrode sprays for ECG.","Electrode gels for ECG (electrocardiography), electrode gels for defibrillation, and electrode sprays for ECG",NOT FOUND,NOT FOUND,Czech
2,833558-2025,Germany – Magnetic resonance imaging equipment,Klinikum Nürnberg,DEU,2026-01-15,,https://ted.europa.eu/en/notice/-/detail/833558-2025,"This is a tender for the supply and installation of a complete 3.0 Tesla MRI system for a children's hospital (Kinderklinik) at Klinikum Nürnberg. The system must include RF cabin, quench pipe, and be a high-resolution whole-body MRI with superconducting magnet and active dynamic shielding, specifically designed for pediatric and adolescent medicine applications.",Complete compact whole-body magnetic resonance tomography system with superconducting 3-Tesla magnet with active dynamic shielding; RF cabin (HF-Kabine); quench pipe; combinable multi-element coils with high number of coil elements that can be used without repositioning or coil changes during examination; fixed patient positioning table with anti-magnetic mobile transport stretcher. System must enable short examination times for high patient throughput in pediatric and adolescent medicine.,NOT FOUND,NOT FOUND,German
2,833677-2025,Germany – Operating-theatre devices,Klinikum Altenburger Land GmbH,DEU,2026-01-13,,https://ted.europa.eu/en/notice/-/detail/833677-2025,"This is a tender for the supply, installation, operational handover and training of 2 operating theatre lighting systems manufactured by Trumpf/Hill-Rom/Baxter at Klinikum Altenburger Land hospital in Germany.","2 operating theatre lighting systems (OP-Leuchtensystemen) from manufacturers Trumpf, Hill-Rom, or Baxter, including delivery, installation, operational commissioning, and staff training.",NOT FOUND,NOT FOUND,German
2,833682-2025,"Sweden – Medical equipments, pharmaceuticals and personal care products",Region Stockholm - Fastighets- och servicenämnden/Serviceförvaltningen,SWE,2026-01-24,,https://ted.europa.eu/en/notice/-/detail/833682-2025,"This is a procurement tender for surgical sutures, ligatures, and related surgical products including loops, cotton bands, pledgets, suture boots, cervical cerclage tapes, vessel occluders, vessel clips for implantation, dura transplants, and cranial implants.","Sutures (suturer), ligatures (ligaturer), loops (loopar), cotton bands (bomullsband), pledgets, suture boots (sutur-bootis), cervical cerclage tapes/bands (band/tape för cervix-cerklage), vessel occluders or snuggers (kärlstrypare eller snuggers), vessel clips for implantation (kärlklips för implantation), dura transplants (duratransplantat), and cranial implants (kranioimplantat).",NOT FOUND,NOT FOUND,Swedish
2,833734-2025,Croatia – Medical consumables,KB Dubrava,HRV,2025-12-24,,https://ted.europa.eu/en/notice/-/detail/833734-2025,"This is a comprehensive tender for neurosurgical consumables and medical devices by KB Dubrava hospital in Croatia. The procurement covers a wide range of neurosurgical supplies including cerebrospinal fluid drainage systems, spinal fixation systems, bipolar coagulation instruments, neuromodulation devices, surgical adhesives, and various disposable materials for neurosurgical procedures.","Cerebrospinal fluid drainage systems, collagen dural substitutes, scalp clip applicators, synthetic resorbable dural adhesive gels for craniotomies, consumables for cavitational ultrasonic devices, synthetic resorbable gel for spinal surgery, neurosurgical patches, topical skin adhesive, fibrin glue application systems with air spray, drainage materials (drains and bottles), bipolar coagulation forceps, microscalpel blades and handles, surgical markers with measuring tape, device covers, cotton and synthetic swabs, pulse generators and consumables, cervical artificial discs, evoked potential consumables and electrodes (epidural spinal, disc, bar, and connection adapter electrodes), flexible meters, monopolar and bipolar electrodes with cables for direct nerve tissue stimulation, abrasive skin preparation gel, electrolyte gel and conductive contact cream for evoked potentials, laminoplasty plate and screw sets, probes, expandable thoracolumbar corpectomy inserts, ICP/PaO2/temperature measurement catheters, craniotomy consumables, valves, surgical adhesives, posterior thoracolumbar spine stabilization systems (open and percutaneous approach), occipital-cervical spine stabilization systems, Midas Rex and Midas Legend craniotome consumables, thoracolumbar spine stabilization systems, deep brain stimulation neurostimulators, spinal cord stimulation neurostimulators, implantable programmable pumps, 3D printed molds, topical adhesive and two-component skin closure systems, microscope covers (types 1 and 2), thoracolumbar and sacral spine procedure systems, special implants for spinal procedures including vertebroplasty and cranioplasty, emergency spinal osteosynthesis implants with instruments, osteosynthetic materials for neurosurgery, thoracolumbar and cervical spine stabilization systems, bipolar coagulation forceps, micro-scalpel blades and handles, plates and consumables for anterior cervical fixation, consumables for dorsal thoracolumbar stabilization systems, consumables for neurosurgical tumor procedures and cranioplasty, forceps and cranial perforators, skull bone fixation consumables, consumables for cavitational ultrasonic aspirator (soft and bone tissue), intervertebral fusion inserts, X-ray and endoscope covers.",NOT FOUND,NOT FOUND,Croatian
2,833782-2025,Czechia – Medical consumables,"Slezská nemocnice v Opavě, příspěvková organizace",CZE,2026-01-19,,https://ted.europa.eu/en/notice/-/detail/833782-2025,"This is a 2-year framework contract for the supply of medical consumables, specifically intravenous cannulas, to be delivered as needed based on the buyer's individual orders to Slezská Hospital in Opava, Czech Republic.",Intravenous cannulas (intravenózní kanyly) - medical consumable supplies to be delivered on demand over a 2-year period,NOT FOUND,NOT FOUND,Czech
2,833843-2025,Bulgaria – Medical equipments,"Многопрофилна болница за активно лечение "" Лозенец "" ЕАД",BGR,2026-01-20,,https://ted.europa.eu/en/notice/-/detail/833843-2025,"This is a tender for the supply of medical equipment to UMBAL ""Lozenets"" Hospital in Bulgaria, specifically an automatic injector for CO2 contrast angiography. The scope includes delivery, installation, commissioning, staff training, and warranty maintenance of the equipment.","Automatic injector for CO2 contrast angiography (автоматичен инжектор за CO2 контрастна ангиография). The equipment must meet minimum requirements specified in Technical Specification Appendix No. 1. Scope includes installation/commissioning, staff training, and warranty maintenance/servicing.",NOT FOUND,NOT FOUND,Bulgarian
2,833906-2025,Norway – Surgical laser,SYKEHUSINNKJØP HF,NOR,,,https://ted.europa.eu/en/notice/-/detail/833906-2025,The Urological Department at Bærum Hospital in Norway requires a new surgical laser to supplement their existing Thulium Fibre laser. The laser must be effective on cystin and uric acid stones and support a new enucleation procedure for benign prostate growth.,"A surgical laser for urology use, specifically capable of treating cystin stones and uric acid stones, and performing enucleation procedures for benign prostate growth (to supplement existing Thulium Fibre laser)",NOT FOUND,NOT FOUND,English
2,833920-2025,Croatia – Vascular prostheses,Klinički bolnički centar Zagreb,HRV,2025-12-23,,https://ted.europa.eu/en/notice/-/detail/833920-2025,"This is a tender from Clinical Hospital Centre Zagreb, Croatia for the procurement of implantable materials for vascular surgery. The notice repeats the requirement for vascular surgery implantable materials multiple times without providing additional specific details.",Implantable materials for vascular surgery (ugradbeni materijal za vaskularnu kirurgiju). No specific model numbers or brands mentioned.,NOT FOUND,NOT FOUND,Croatian
2,834335-2025,Latvia – Medical equipments,"Sabiedrība ar ierobežotu atbildību ""Daugavpils reģionālā slimnīca""",LVA,,,https://ted.europa.eu/en/notice/-/detail/834335-2025,This is a tender from Daugavpils Regional Hospital in Latvia for the supply of medical devices for their central sterilization department.,Medical devices for the central sterilization department (specific equipment and models not detailed in the notice provided),NOT FOUND,NOT FOUND,Latvian
2,834367-2025,Poland – Medical equipments,Szpital Uniwersytecki im. K.Marcinkowskiego w Zielonej Górze sp. z o.o.,POL,2025-12-22,,https://ted.europa.eu/en/notice/-/detail/834367-2025,"This is a tender for successive deliveries of various interventional cardiology and vascular medical devices to a university hospital in Zielona Góra, Poland. The procurement includes diagnostic catheters for coronography, stents, thrombectomy sets, embolization coils, balloon catheters, guidewires, cerebral protection systems, vascular closure devices, and related accessories across 11 separate lots.","Diagnostic catheters for coronography in difficult anatomy; low-profile thin-walled stents with biodegradable polymer; pulmonary thrombectomy sets; embolization coils with guidewires and balloon catheters; guidewires, stents, atherectomy catheters and coils with medical device lease; cerebral protection systems, stents, balloon catheters, guidewires and vascular closure systems; balloon catheters and self-expanding stents for femoral and popliteal arteries coated with ePTFE; nitinol supports, hydrophilic guidewires, balloon catheters, stents; supplies for Mark7 Arterion contrast injector and angiography syringes; sterile drapes with disposable equipment sets.",NOT FOUND,NOT FOUND,Polish
2,834539-2025,Malta – Medical equipments,Department of Contracts,MLT,2026-01-30,,https://ted.europa.eu/en/notice/-/detail/834539-2025,This is a tender issued by the Malta Department of Contracts for the provision of robotic equipment to be supplied to Karen Grech Rehabilitation Hospital. The procurement focuses on specialized rehabilitation robotics technology for the hospital facility.,"Robotic equipment for rehabilitation purposes at Karen Grech Rehabilitation Hospital. Specific models, brands, or technical specifications are not provided in this notice.",NOT FOUND,NOT FOUND,English
2,834572-2025,"Sweden – Medical equipments, pharmaceuticals and personal care products",Region Stockholm - Fastighets- och servicenämnden/Serviceförvaltningen,SWE,2026-01-24,,https://ted.europa.eu/en/notice/-/detail/834572-2025,This is a procurement for medically classified hemostatic products (medical devices used to stop bleeding) by Region Stockholm's Property and Service Administration in Sweden.,Medically classified hemostatic products (hemostatika),NOT FOUND,NOT FOUND,Swedish
